"reward","time","ITN_a","IRS_a","ITN_time","IRS_time","envID","seed"
5.967101341393578,2019-04-25 10:34:29,0.14,0.37,None,None,none,72
15.614339958231689,2019-04-25 10:34:29,0.83,0.53,None,None,none,84
-49.886294210824985,2019-04-25 10:34:29,0.26,0.76,None,None,none,74
-33.44986783268967,2019-04-25 10:39:09,0.34,0.85,None,None,none,67
4.754172008694866,2019-04-25 10:39:09,0.76,0.96,None,None,none,12
11.416931775798526,2019-04-25 10:39:09,0.86,0.59,None,None,none,72
2.0040334251064023,2019-04-25 10:39:09,0.58,0.53,None,None,none,29
27.806057402921134,2019-04-25 10:39:09,0.1,0.64,None,None,none,31
-47.15202986984558,2019-04-25 10:39:09,0.27,0.74,None,None,none,86
-4.184484572789331,2019-04-25 10:39:09,0.23,0.3,None,None,none,9
0.5999802967466025,2019-04-25 10:39:09,0.46,0.74,None,None,none,16
2.1840582230382144,2019-04-25 10:39:10,0.59,0.62,None,None,none,4
5.928218491454444,2019-04-25 10:39:10,0.73,0.52,None,None,none,65
21.162704449538612,2019-04-25 10:39:09,0.87,0.27,None,None,none,48
9.859055383259559,2019-04-25 10:39:10,0.68,0.97,None,None,none,88
38.5423379373752,2019-04-25 10:39:10,0.03,0.61,None,None,none,23
25.853429023182738,2019-04-25 10:39:10,0.16,0.66,None,None,none,23
50.407324567399435,2019-04-25 10:39:10,0.29,0.47,None,None,none,64
12.420618085758834,2019-04-25 10:39:10,0.86,0.59,None,None,none,75
11.216923544203308,2019-04-25 10:44:37,0.33,0.34,None,None,none,41
-71.13859216814646,2019-04-25 10:44:37,0.89,0.78,None,None,none,89
6.652274185967783,2019-04-25 10:44:37,0.7,0.48,None,None,none,81
3.3638716758397083,2019-04-25 10:44:37,0.51,0.65,None,None,none,53
5.08174529734015,2019-04-25 10:44:37,0.56,0.36,None,None,none,79
48.299790059153466,2019-04-25 10:44:37,0.63,0.76,None,None,none,40
18.077155787615265,2019-04-25 10:44:37,0.67,0.29,None,None,none,65
25.519122502294888,2019-04-25 10:44:37,0.25,0.53,None,None,none,57
46.531720672623855,2019-04-25 10:44:38,0.97,0.34,None,None,none,85
12.536536234598083,2019-04-25 10:44:38,0.24,0.63,None,None,none,92
1.9868319694648546,2019-04-25 10:44:38,0.48,0.57,None,None,none,72
20.866667104817406,2019-04-25 10:44:38,0.9,0.59,None,None,none,28
20.441845617729147,2019-04-25 10:44:38,0.34,0.59,None,None,none,57
9.539045121133654,2019-04-25 10:44:38,0.41,0.42,None,None,none,41
56.39002131023676,2019-04-25 10:44:38,0.13,0.81,None,None,none,44
9.312207491957848,2019-04-25 10:44:38,0.17,0.43,None,None,none,4
3.637772806843031,2019-04-25 10:44:40,0.01,0.02,None,None,none,72
2.0476355091576535,2019-04-25 10:44:41,0.62,0.56,None,None,none,60
52.249407239743306,2019-04-25 10:44:41,0.55,0.14,None,None,none,30
33.97258892904284,2019-04-25 10:44:41,0.87,0.47,None,None,none,21
23.8696257432162,2019-04-25 10:44:41,0.15,0.66,None,None,none,97
25.628618184683127,2019-04-25 10:44:41,0.52,0.2,None,None,none,80
3.820941213887224,2019-04-25 10:44:41,0.23,0.69,None,None,none,30
37.94312107187767,2019-04-25 10:44:41,0.26,0.93,None,None,none,17
43.903709061556164,2019-04-25 10:44:41,0.77,0.1,None,None,none,82
18.903505414689526,2019-04-25 10:44:41,0.79,0.39,None,None,none,6
9.966907241921344,2019-04-25 10:44:42,0.58,0.31,None,None,none,33
3.757699382892801,2019-04-25 10:44:41,0.01,0.02,None,None,none,59
-40.61557063439155,2019-04-25 10:44:41,0.33,0.07,None,None,none,92
21.36226172379793,2019-04-25 10:44:42,0.53,0.22,None,None,none,1
8.337252510755116,2019-04-25 10:44:41,0.28,0.63,None,None,none,90
28.122158787484928,2019-04-25 10:44:42,0.67,0.73,None,None,none,38
4.277381212441806,2019-04-25 10:44:42,0.01,0.02,None,None,none,46
3.8776259589425712,2019-04-25 10:44:43,0.01,0.02,None,None,none,41
81.3479074188837,2019-04-25 10:44:44,0.09,0.77,None,None,none,77
4.317356737791729,2019-04-25 10:44:44,0.01,0.02,None,None,none,70
77.05883157186933,2019-04-25 10:44:44,0.14,0.99,None,None,none,6
20.85683732006482,2019-04-25 10:44:44,0.06,0.48,None,None,none,74
38.225484098437654,2019-04-25 10:44:44,0.61,0.03,None,None,none,12
19.887966807450567,2019-04-25 10:44:44,0.64,0.71,None,None,none,42
-26.966485935536944,2019-04-25 10:44:44,0.38,0.72,None,None,none,25
4.037528060342265,2019-04-25 10:44:44,0.01,0.02,None,None,none,58
3.957577009642418,2019-04-25 10:44:44,0.01,0.02,None,None,none,83
33.19817535872341,2019-04-25 10:44:44,0.75,0.23,None,None,none,17
11.57375572467658,2019-04-25 10:44:44,0.11,0.43,None,None,none,96
48.6755467947466,2019-04-25 10:44:45,0.91,0.52,None,None,none,91
-9.847837035545256,2019-04-25 10:44:45,0.89,0.66,None,None,none,38
76.33103609646368,2019-04-25 10:44:44,0.17,1.0,None,None,none,54
71.03516570432807,2019-04-25 10:44:44,0.86,0.01,None,None,none,26
-4.733908178486196,2019-04-25 10:44:44,0.32,0.65,None,None,none,82
3.7976749082427244,2019-04-25 10:44:46,0.01,0.02,None,None,none,45
50.5344493326345,2019-04-25 10:44:46,0.97,0.34,None,None,none,33
12.933198314594247,2019-04-25 10:44:46,0.68,0.34,None,None,none,98
-53.95882364952769,2019-04-25 10:44:46,0.88,0.83,None,None,none,35
5.892268958044275,2019-04-25 10:44:46,0.53,0.67,None,None,none,23
8.784763605307104,2019-04-25 10:44:46,0.06,0.06,None,None,none,92
0.05031168905195238,2019-04-25 10:44:46,0.44,0.3,None,None,none,30
14.018403261389041,2019-04-25 10:44:46,0.63,0.7,None,None,none,49
14.795673098093484,2019-04-25 10:44:46,0.21,0.62,None,None,none,57
11.355976962465654,2019-04-25 10:44:47,0.52,0.71,None,None,none,80
51.843001089623186,2019-04-25 10:44:47,0.22,0.94,None,None,none,26
54.08522019344994,2019-04-25 10:44:47,0.77,0.04,None,None,none,58
23.046990670388997,2019-04-25 10:44:47,0.02,0.09,None,None,none,40
-24.05468562542958,2019-04-25 10:44:47,0.4,0.73,None,None,none,54
32.27795497535149,2019-04-25 10:44:47,0.09,0.64,None,None,none,34
-5.704653246362034,2019-04-25 10:44:47,0.45,0.2,None,None,none,83
6.0717806146515665,2019-04-25 10:44:47,0.66,0.44,None,None,none,31
3.7976749082427244,2019-04-25 10:44:49,0.01,0.02,None,None,none,45
49.35830273200462,2019-04-25 10:44:49,0.28,0.96,None,None,none,45
18.09339961326423,2019-04-25 10:44:49,0.41,0.91,None,None,none,33
27.367368769812924,2019-04-25 10:44:49,0.67,0.25,None,None,none,45
2.7372207944469635,2019-04-25 10:44:49,0.16,0.32,None,None,none,69
2.8357628004632955,2019-04-25 10:44:49,0.62,0.52,None,None,none,63
-1.8441946068989796,2019-04-25 10:44:49,0.29,0.65,None,None,none,77
-90.6936550616893,2019-04-25 10:44:49,0.27,0.17,None,None,none,23
23.789256038049075,2019-04-25 10:44:49,0.51,0.02,None,None,none,4
66.60015324425913,2019-04-25 10:44:50,0.1,0.92,None,None,none,71
5.533766487098524,2019-04-25 10:44:50,0.58,0.66,None,None,none,86
14.567874336102424,2019-04-25 10:44:50,0.04,0.25,None,None,none,85
6.930015986667045,2019-04-25 10:44:50,0.1,0.26,None,None,none,73
20.361366072033128,2019-04-25 10:44:51,0.11,0.14,None,None,none,79
4.317356737791729,2019-04-25 10:44:51,0.01,0.02,None,None,none,23
-20.755921260199187,2019-04-25 10:44:50,0.41,0.22,None,None,none,99
44.794489613730796,2019-04-25 10:44:50,0.89,0.4,None,None,none,4
4.237405687091883,2019-04-25 10:44:52,0.01,0.02,None,None,none,78
-9.634424687020644,2019-04-25 10:53:35,0.41,0.84,None,None,none,17
13.786174563644478,2019-04-25 10:53:36,0.63,0.92,None,None,none,22
3.332940286115138,2019-04-25 10:53:37,0.12,0.06,None,None,none,57
14.840423107891102,2019-04-25 10:53:37,0.08,0.45,None,None,none,7
-18.743335786216893,2019-04-25 10:53:38,0.89,0.19,None,None,none,59
49.140708816426944,2019-04-25 10:53:39,0.03,0.68,None,None,none,96
-20.338513299937482,2019-04-25 10:53:40,0.89,0.19,None,None,none,53
-104.48156099982178,2019-04-25 10:53:41,0.31,0.18,None,None,none,84
20.46952404668832,2019-04-25 10:53:42,0.5,0.76,None,None,none,2
-2.5762204542942317,2019-04-25 10:53:43,0.16,0.22,None,None,none,51
-35.76903405221401,2019-04-25 10:53:44,0.35,0.25,None,None,none,63
10.604779276531175,2019-04-25 10:53:44,0.05,0.34,None,None,none,26
-34.20575927489249,2019-04-25 10:53:45,0.3,0.85,None,None,none,21
-46.22402394146469,2019-04-25 10:53:46,0.4,0.15,None,None,none,84
13.542225069302809,2019-04-25 10:53:47,0.79,0.48,None,None,none,20
-38.441938915475994,2019-04-25 10:53:48,0.84,0.8,None,None,none,68
2.673672644252008,2019-04-25 10:53:49,0.67,0.57,None,None,none,17
-20.537910489152555,2019-04-25 10:53:50,0.89,0.19,None,None,none,69
18.523330214545524,2019-04-25 10:53:51,0.75,0.79,None,None,none,0
18.230353646013842,2019-04-25 10:53:51,0.85,0.55,None,None,none,68
23.477779495553236,2019-04-25 10:53:52,0.13,0.6,None,None,none,27
3.2727787081161104,2019-04-25 10:53:53,0.51,0.38,None,None,none,54
-6.177660437603071,2019-04-25 10:53:54,0.43,0.25,None,None,none,34
17.504940639217093,2019-04-25 10:53:55,0.72,0.85,None,None,none,20
25.012369291221212,2019-04-25 10:53:56,0.24,0.47,None,None,none,48
20.494554354312985,2019-04-25 10:53:57,0.88,0.28,None,None,none,82
64.67225150296458,2019-04-25 10:53:58,0.61,0.17,None,None,none,87
16.51934331911052,2019-04-25 10:53:58,0.6,0.7,None,None,none,54
9.20368715825705,2019-04-25 10:53:59,0.55,0.29,None,None,none,59
-35.9073246420123,2019-04-25 10:54:00,0.41,0.16,None,None,none,25
18.627656754856208,2019-04-25 10:54:01,0.07,0.48,None,None,none,94
0.7625949581668903,2019-04-25 10:54:02,0.15,0.2,None,None,none,45
3.860482456004582,2019-04-25 10:54:03,0.44,0.59,None,None,none,30
44.120344982277864,2019-04-25 10:54:04,0.58,0.1,None,None,none,66
66.79260697510037,2019-04-25 10:54:05,0.62,0.14,None,None,none,91
43.946505381389734,2019-04-25 10:54:05,0.77,0.12,None,None,none,59
5.9750174556669124,2019-04-25 10:54:06,0.18,0.38,None,None,none,100
-21.734293624442998,2019-04-25 10:54:07,0.89,0.19,None,None,none,56
5.381208212694745,2019-04-25 10:54:08,0.64,0.66,None,None,none,53
59.744001110768984,2019-04-25 10:54:09,0.25,0.97,None,None,none,24
-100.66031785547767,2019-04-25 10:54:10,0.92,0.79,None,None,none,34
35.0488830368092,2019-04-25 10:54:10,0.26,0.5,None,None,none,30
-21.734293624442998,2019-04-25 10:54:11,0.89,0.19,None,None,none,2
1.9452701475282754,2019-04-25 10:54:12,0.46,0.33,None,None,none,16
2.9742045821023098,2019-04-25 10:54:13,0.5,0.35,None,None,none,32
7.4906200149947315,2019-04-25 10:54:14,0.12,0.23,None,None,none,96
4.371925666265225,2019-04-25 10:54:15,0.71,0.55,None,None,none,74
15.134016663206987,2019-04-25 10:54:16,0.5,0.74,None,None,none,37
51.17638316006651,2019-04-25 10:54:17,0.03,0.16,None,None,none,88
-22.36932990611951,2019-04-25 10:54:17,0.19,0.18,None,None,none,26
25.490518399910275,2019-04-25 10:53:35,0.51,0.77,None,None,none,27
13.836799521287901,2019-04-25 10:53:36,0.4,0.53,None,None,none,17
-5.102573193193651,2019-04-25 10:53:37,0.17,0.09,None,None,none,16
59.42350577954154,2019-04-25 10:53:38,0.99,0.39,None,None,none,34
22.704851877227078,2019-04-25 10:53:38,0.08,0.21,None,None,none,65
4.741472788377696,2019-04-25 10:53:39,0.09,0.05,None,None,none,1
-18.543938597001823,2019-04-25 10:53:40,0.89,0.19,None,None,none,18
0.1842768728587069,2019-04-25 10:53:41,0.78,0.82,None,None,none,25
30.669898065687896,2019-04-25 10:53:42,0.89,0.32,None,None,none,80
3.8302691335005226,2019-04-25 10:53:43,0.03,0.02,None,None,none,17
18.784303886848697,2019-04-25 10:53:43,0.9,0.99,None,None,none,15
60.524141869812524,2019-04-25 10:53:44,0.86,0.04,None,None,none,54
-20.537910489152555,2019-04-25 10:53:45,0.89,0.19,None,None,none,37
18.23337248919499,2019-04-25 10:53:46,0.87,0.26,None,None,none,88
37.95895165850733,2019-04-25 10:53:47,0.53,0.18,None,None,none,12
21.263374754700187,2019-04-25 10:53:48,0.11,0.16,None,None,none,43
11.790559150220346,2019-04-25 10:53:48,0.06,0.26,None,None,none,58
10.433954546163756,2019-04-25 10:53:49,0.2,0.72,None,None,none,41
15.733185586343833,2019-04-25 10:53:50,0.22,0.59,None,None,none,57
-19.142130164647043,2019-04-25 10:53:51,0.89,0.19,None,None,none,7
-20.9367048675827,2019-04-25 10:53:52,0.89,0.19,None,None,none,6
18.31508001291873,2019-04-25 10:53:53,0.1,0.52,None,None,none,80
19.17105699167663,2019-04-25 10:53:54,0.51,0.93,None,None,none,53
17.476840056113748,2019-04-25 10:53:55,0.82,0.46,None,None,none,90
55.09334834781431,2019-04-25 10:53:55,0.74,0.04,None,None,none,74
55.45682735746228,2019-04-25 10:53:56,0.59,0.19,None,None,none,9
-45.708458113492505,2019-04-25 10:53:57,0.96,0.7,None,None,none,62
4.12521995621686,2019-04-25 10:53:58,0.76,0.58,None,None,none,3
2.1007188224634734,2019-04-25 10:53:59,0.49,0.59,None,None,none,86
2.6969548752650283,2019-04-25 10:54:00,0.13,0.06,None,None,none,37
-10.132120106916053,2019-04-25 10:54:01,0.24,0.83,None,None,none,66
-1.7757988068865256,2019-04-25 10:54:01,0.23,0.71,None,None,none,85
11.451494959402623,2019-04-25 10:54:02,0.69,0.37,None,None,none,47
37.255343660557834,2019-04-25 10:54:03,0.88,0.39,None,None,none,43
-1.5622134899422795,2019-04-25 10:54:04,0.17,0.27,None,None,none,19
35.32474814985507,2019-04-25 10:54:05,0.53,0.79,None,None,none,9
-10.302966636806572,2019-04-25 10:54:06,0.4,0.27,None,None,none,26
22.151656999094417,2019-04-25 10:54:07,0.56,0.24,None,None,none,11
13.66884162075629,2019-04-25 10:54:09,0.05,0.41,None,None,none,97
15.986482045183884,2019-04-25 10:54:10,0.66,0.3,None,None,none,92
16.608800417989805,2019-04-25 10:54:11,0.57,0.89,None,None,none,3
11.590141194180877,2019-04-25 10:54:11,0.74,0.85,None,None,none,69
5.411210789099096,2019-04-25 10:54:12,0.02,0.03,None,None,none,52
-60.06576197728316,2019-04-25 10:54:13,0.36,0.79,None,None,none,31
10.460840868722121,2019-04-25 10:54:14,0.67,0.37,None,None,none,65
26.30284459457206,2019-04-25 10:54:15,0.55,0.23,None,None,none,93
28.39403179718086,2019-04-25 10:54:16,0.36,0.55,None,None,none,29
24.194420506601467,2019-04-25 10:54:17,0.43,0.94,None,None,none,65
42.023823770288,2019-04-25 10:54:18,0.06,0.17,None,None,none,60
50.82354512819838,2019-04-25 10:53:35,0.91,0.04,None,None,none,63
13.036793776902153,2019-04-25 10:53:36,0.86,0.23,None,None,none,10
-69.12387117777483,2019-04-25 10:53:37,0.26,0.19,None,None,none,69
66.41300904313024,2019-04-25 10:53:37,0.12,0.82,None,None,none,86
-18.94273297543197,2019-04-25 10:53:38,0.89,0.19,None,None,none,45
-27.80784837075309,2019-04-25 10:53:39,0.36,0.26,None,None,none,24
15.831003166817045,2019-04-25 10:53:40,0.7,0.31,None,None,none,89
5.921673961453175,2019-04-25 10:53:41,0.55,0.34,None,None,none,29
-37.60125603296494,2019-04-25 10:53:42,0.93,0.14,None,None,none,79
3.762429686387703,2019-04-25 10:53:43,0.13,0.31,None,None,none,80
18.255103619759083,2019-04-25 10:53:44,0.07,0.48,None,None,none,44
46.29171850633877,2019-04-25 10:53:45,0.58,0.77,None,None,none,13
48.91952538388047,2019-04-25 10:53:46,0.32,0.44,None,None,none,3
65.17471585234438,2019-04-25 10:53:46,0.68,0.11,None,None,none,24
49.496369777256035,2019-04-25 10:53:47,0.86,0.06,None,None,none,0
-31.389744444960424,2019-04-25 10:53:48,0.9,0.88,None,None,none,21
-71.92999461522595,2019-04-25 10:53:49,0.97,0.84,None,None,none,86
51.72472065069899,2019-04-25 10:53:50,0.74,0.09,None,None,none,30
-28.27032736842677,2019-04-25 10:53:51,0.86,0.72,None,None,none,34
-18.145144218571676,2019-04-25 10:53:51,0.89,0.19,None,None,none,32
30.11085238750766,2019-04-25 10:53:52,0.44,0.98,None,None,none,44
39.85278405527563,2019-04-25 10:53:53,0.62,0.03,None,None,none,81
41.90335277278676,2019-04-25 10:53:54,0.86,0.07,None,None,none,33
52.470728567789344,2019-04-25 10:53:55,0.95,0.55,None,None,none,12
60.5613795742881,2019-04-25 10:53:56,0.72,0.13,None,None,none,25
21.058080628692963,2019-04-25 10:53:56,0.26,0.9,None,None,none,16
-20.13911611072241,2019-04-25 10:53:57,0.89,0.19,None,None,none,33
48.31661495240043,2019-04-25 10:53:58,0.05,0.68,None,None,none,42
-17.945747029356603,2019-04-25 10:53:59,0.89,0.19,None,None,none,31
44.25805831633274,2019-04-25 10:54:00,0.35,0.51,None,None,none,20
-44.90021856261301,2019-04-25 10:54:01,0.26,0.1,None,None,none,49
44.08778423300565,2019-04-25 10:54:02,0.56,0.81,None,None,none,37
32.141164670239945,2019-04-25 10:54:03,0.14,0.68,None,None,none,54
41.14008544823745,2019-04-25 10:54:04,0.66,0.05,None,None,none,49
17.112111620897387,2019-04-25 10:54:05,0.47,0.91,None,None,none,97
-8.561646714894382,2019-04-25 10:54:05,0.4,0.85,None,None,none,64
44.776715742012875,2019-04-25 10:54:06,0.34,0.48,None,None,none,87
8.726278310375422,2019-04-25 10:54:07,0.72,0.99,None,None,none,33
-11.522070781908289,2019-04-25 10:54:08,0.43,0.81,None,None,none,96
21.179489753072,2019-04-25 10:54:09,0.78,0.35,None,None,none,56
-19.939718921507335,2019-04-25 10:54:10,0.89,0.19,None,None,none,94
6.394638415209049,2019-04-25 10:54:11,0.63,0.67,None,None,none,28
4.634610184199304,2019-04-25 10:54:11,0.91,0.25,None,None,none,47
-20.338513299937482,2019-04-25 10:54:12,0.89,0.19,None,None,none,5
-62.423455616410585,2019-04-25 10:54:13,0.32,0.09,None,None,none,42
45.92721649444322,2019-04-25 10:54:14,0.71,0.07,None,None,none,89
-19.740321732292262,2019-04-25 10:54:15,0.89,0.19,None,None,none,50
-13.253151649592859,2019-04-25 10:54:16,0.91,0.22,None,None,none,29
20.73170914871431,2019-04-25 10:54:17,0.23,0.47,None,None,none,92
-23.660085162696284,2019-04-25 10:54:18,0.87,0.7,None,None,none,26
-12.929447913608554,2019-04-25 10:53:35,0.44,0.19,None,None,none,19
19.784672734540965,2019-04-25 10:53:36,0.68,0.28,None,None,none,73
6.821457934902028,2019-04-25 10:53:37,0.56,0.33,None,None,none,41
3.0566469199162816,2019-04-25 10:53:38,0.58,0.64,None,None,none,14
-68.41148792342479,2019-04-25 10:53:38,0.27,0.12,None,None,none,76
18.376090670864965,2019-04-25 10:53:39,0.72,0.31,None,None,none,64
20.62511121432302,2019-04-25 10:53:40,0.31,0.92,None,None,none,17
2.9721518645982017,2019-04-25 10:53:41,0.47,0.7,None,None,none,32
6.735450053187507,2019-04-25 10:53:42,0.66,0.43,None,None,none,51
1.721641558449965,2019-04-25 10:53:42,0.46,0.31,None,None,none,98
-29.39756200940601,2019-04-25 10:53:43,0.22,0.11,None,None,none,80
-19.740321732292262,2019-04-25 10:53:44,0.89,0.19,None,None,none,40
19.545339605817833,2019-04-25 10:53:46,0.51,0.95,None,None,none,36
22.11020120266423,2019-04-25 10:53:47,0.95,0.99,None,None,none,4
-20.73730767836763,2019-04-25 10:53:47,0.89,0.19,None,None,none,84
17.293147716864482,2019-04-25 10:53:48,0.22,0.57,None,None,none,59
2.9433203994298087,2019-04-25 10:53:49,0.57,0.46,None,None,none,36
-18.743335786216893,2019-04-25 10:53:50,0.89,0.19,None,None,none,59
14.371183694097803,2019-04-25 10:53:51,0.4,0.49,None,None,none,3
5.947160313787934,2019-04-25 10:53:52,0.64,0.44,None,None,none,30
64.94811367853305,2019-04-25 10:53:53,0.69,0.17,None,None,none,90
-37.836877148458704,2019-04-25 10:53:54,0.26,0.74,None,None,none,69
-98.4942829899546,2019-04-25 10:53:54,0.93,0.8,None,None,none,60
18.568457128059624,2019-04-25 10:53:55,0.48,0.06,None,None,none,46
-81.01564796032433,2019-04-25 10:53:56,0.35,0.15,None,None,none,55
8.903088688015805,2019-04-25 10:53:57,0.07,0.32,None,None,none,2
-19.341527353862116,2019-04-25 10:53:58,0.89,0.19,None,None,none,25
26.896625224900824,2019-04-25 10:53:59,0.98,0.28,None,None,none,72
-14.163610806566183,2019-04-25 10:54:00,0.23,0.06,None,None,none,53
-34.76559313308095,2019-04-25 10:54:01,0.36,0.08,None,None,none,92
6.298883571271086,2019-04-25 10:54:02,0.12,0.24,None,None,none,65
6.345154868062708,2019-04-25 10:54:03,0.21,0.36,None,None,none,22
50.58015074148959,2019-04-25 10:54:03,0.55,0.13,None,None,none,10
20.994546685725997,2019-04-25 10:54:04,0.77,0.33,None,None,none,86
-20.537910489152555,2019-04-25 10:54:05,0.89,0.19,None,None,none,37
5.564004702518212,2019-04-25 10:54:06,0.77,0.99,None,None,none,97
-4.522922170239708,2019-04-25 10:54:07,0.2,0.05,None,None,none,57
-5.271555120659361,2019-04-25 10:54:08,0.17,0.23,None,None,none,86
7.869434988638268,2019-04-25 10:54:09,0.49,0.24,None,None,none,92
4.081133068509032,2019-04-25 10:54:10,0.51,0.34,None,None,none,68
-19.939718921507335,2019-04-25 10:54:11,0.89,0.19,None,None,none,94
-0.3369611157671546,2019-04-25 10:54:11,0.2,0.31,None,None,none,5
6.037135931680386,2019-04-25 10:54:12,0.1,0.28,None,None,none,94
81.74886287207897,2019-04-25 10:54:13,0.07,0.86,None,None,none,0
13.025001941248389,2019-04-25 10:54:14,0.39,0.56,None,None,none,57
18.553617691121435,2019-04-25 10:54:15,0.46,0.01,None,None,none,45
-8.055575880439294,2019-04-25 10:54:15,0.18,0.23,None,None,none,53
7.237247525062659,2019-04-25 10:54:16,0.52,0.69,None,None,none,18
-17.945747029356603,2019-04-25 10:54:17,0.89,0.19,None,None,none,43
24.314525006881997,2019-04-25 10:53:35,0.94,0.29,None,None,none,50
25.169182203398577,2019-04-25 10:53:36,0.24,0.52,None,None,none,81
-9.347557099131896,2019-04-25 10:53:37,0.36,0.04,None,None,none,100
3.478947737338091,2019-04-25 10:53:37,0.5,0.66,None,None,none,36
66.64390183179988,2019-04-25 10:53:39,0.23,0.98,None,None,none,15
7.062780753188875,2019-04-25 10:53:40,0.65,0.67,None,None,none,0
10.202484706446558,2019-04-25 10:53:41,0.45,0.86,None,None,none,15
27.84665763380743,2019-04-25 10:53:42,0.97,0.59,None,None,none,67
17.955247739670572,2019-04-25 10:53:42,0.21,0.52,None,None,none,38
-21.134473594568593,2019-04-25 10:53:43,0.89,0.14,None,None,none,84
16.19365288807898,2019-04-25 10:53:44,0.59,0.7,None,None,none,93
6.610050912040867,2019-04-25 10:53:45,0.63,0.4,None,None,none,85
3.0543872668059153,2019-04-25 10:53:46,0.49,0.36,None,None,none,2
-82.90353759001488,2019-04-25 10:53:47,0.35,0.18,None,None,none,99
0.4881400611884317,2019-04-25 10:53:48,0.44,0.09,None,None,none,100
-95.02697244669721,2019-04-25 10:53:49,0.93,0.81,None,None,none,41
71.26445959084225,2019-04-25 10:53:50,0.93,0.48,None,None,none,11
-32.971066874461194,2019-04-25 10:53:51,0.34,0.26,None,None,none,44
-19.740321732292262,2019-04-25 10:53:51,0.89,0.19,None,None,none,11
26.943547578726236,2019-04-25 10:53:52,0.04,0.22,None,None,none,33
-64.96308286383609,2019-04-25 10:53:53,1.0,0.79,None,None,none,1
-21.136102056797778,2019-04-25 10:53:54,0.89,0.19,None,None,none,0
1.690195051557639,2019-04-25 10:53:55,0.52,0.6,None,None,none,8
9.802669270869231,2019-04-25 10:53:56,0.63,0.68,None,None,none,62
4.5445304390953645,2019-04-25 10:53:57,0.15,0.35,None,None,none,14
5.647403734960869,2019-04-25 10:53:58,0.68,0.48,None,None,none,60
14.710861918510837,2019-04-25 10:53:58,0.79,0.43,None,None,none,51
2.8718716087968086,2019-04-25 10:53:59,0.72,0.6,None,None,none,69
-11.885281562449228,2019-04-25 10:54:00,0.89,0.92,None,None,none,20
22.82166426675512,2019-04-25 10:54:01,0.71,0.74,None,None,none,51
-23.839253456033706,2019-04-25 10:54:02,0.24,0.08,None,None,none,49
8.778129703590487,2019-04-25 10:54:03,0.86,0.99,None,None,none,68
-82.52392028445678,2019-04-25 10:54:04,0.33,0.2,None,None,none,9
18.710514685462172,2019-04-25 10:54:05,0.79,0.35,None,None,none,100
34.14048540798606,2019-04-25 10:54:05,0.58,0.06,None,None,none,97
66.47546598279594,2019-04-25 10:54:06,0.78,0.0,None,None,none,15
8.932241447746975,2019-04-25 10:54:07,0.67,0.4,None,None,none,40
-6.656407877691301,2019-04-25 10:54:09,0.22,0.28,None,None,none,55
28.002021055790987,2019-04-25 10:54:10,0.52,0.1,None,None,none,79
12.10873996948079,2019-04-25 10:54:11,0.25,0.63,None,None,none,37
24.118614415217603,2019-04-25 10:54:12,0.95,0.6,None,None,none,90
